candidate,f0,f1,f2,f3,f4,f5,is_good
cand_g10,0.45975098099108913,0.26163904847263353,-0.38651319353499136,0.06809149462266025,-0.40555075213341446,0.36414574858539633,True
cand_g17,0.1946387320928421,0.23937931394138912,0.09044156328994203,-0.18514626009575513,0.4714651810157613,-0.23776040599598744,True
cand_g06,0.15825785921422855,0.42911623819755107,-0.0937226710249752,0.2121051824661245,0.03190380291810912,-0.45111689616210615,True
cand_g19,-0.10945274734846962,0.49248850527528476,-0.11220067420584474,-0.3090744073348811,-0.21057932490982745,0.5370222231420893,True
cand_g00,0.3176566185553767,-0.021960087636215785,0.19344890319143876,-0.30678397328187923,-0.12197233399233792,-0.0934212074790849,True
cand_b06,0.09722015954284524,7.977809672253256,1.009208742809739,-1.9447999620838214,2.851098048251445,4.389797571373406,False
cand_g09,0.173821274684022,-0.3173363311942688,0.14797838334131172,0.15752165699246393,-0.3607657091975776,0.057447112919845285,True
cand_g12,0.11875313591492406,-0.30572594824542837,0.40746732922822515,-0.04506046666367022,-0.07923889365832402,-0.09350865082579626,True
cand_g15,-0.06274116740882264,0.47099964997070043,-0.33824417035510707,0.26685208981020436,0.6593963323208097,-0.031082429791086053,True
cand_g14,-0.38957110747845464,0.08530748018474425,-0.28818811736939076,0.39011342939725485,0.025013618029178727,0.08478989133300711,True
cand_b07,-3.917061193020052,-1.3057202305224116,-1.7903068229480068,7.9207706255708095,-1.9864917024977786,-3.3794575933947817,False
cand_b09,4.799827384825085,-4.836052843977391,-6.323558251267096,1.9548896952942882,-3.5238993092386917,-0.9938453874848343,False
cand_g03,0.4146461073313042,-0.5039643871188918,0.4301073595244662,-0.3962007993952122,0.04153646728915645,-0.10438549612126449,True
cand_g18,-0.0057567294305452274,0.08549203307823881,-0.5066319285071099,0.3774949873085651,0.2383900382650655,0.27263317077448235,True
cand_g13,-0.26679392968508825,-0.1837753057100355,0.028306308302630492,-0.5441110927689334,0.013626461775352771,0.5604192360097102,True
cand_b04,-3.914594199552589,-2.715773041351338,-3.1826197233956743,2.840270711209922,-4.411188959508292,5.5990203547475375,False
cand_g11,-0.47502778675489205,0.14452673926627546,-0.14894077314334633,0.46475346779585947,0.06906366803473288,-0.23122134021564952,True
cand_b05,-2.7593748169099723,-4.312001668283237,-2.6915814725716296,4.095803861488288,-3.7077909013216184,0.10840629511006217,False
cand_g04,-0.24512423142464745,0.054247926052752325,0.21212067254759753,-0.31154550324610425,0.3057029469418317,0.354131563215762,True
cand_g16,0.06207279097143849,-0.44773732993116,0.3108330849013537,0.38479349738747554,0.1483904086120513,0.18762692011537369,True
cand_b02,1.411050752974084,2.3270157307588724,-2.9794454226244946,-2.7005777419694907,-4.657151939895671,-4.88341124018276,False
cand_b01,7.314770161644944,0.5437918101248713,4.005317792332068,3.905322922590109,5.2085557526372375,-2.192415226801042,False
cand_g07,0.08905388187162591,-0.4445843226490535,0.029158736968392607,0.2880832083057585,0.08015863205206888,-0.09857582049339822,True
cand_b08,-0.7657294588808727,-1.5226471921473017,-4.026781618121808,6.178716561000963,1.5202072217700562,3.5013768070023192,False
cand_g08,-0.07586157411056554,-0.10212064075970133,0.04209920780403888,-0.12012433767368313,-0.3393915674394058,-0.01714255896994053,True
cand_g02,0.5572308487806644,0.4580540164497728,0.255302709670829,-0.3039060458839886,0.5585629715082218,-0.3427739814539638,True
cand_g05,-0.12318707720711469,0.23939135741835146,-0.250122812849775,0.3077117740653705,-0.07950227411093379,-0.3539072612654505,True
cand_b03,-1.6713193264559303,-1.0305160252434342,-6.282930227338074,0.16098873828060567,-3.8715100051416345,-2.0508024084054495,False
cand_g01,0.3192813517227764,-0.2525140550040273,0.5130256243288291,-0.2422777642236657,-0.09093061417894234,-0.14357882003284297,True
cand_b00,2.7923974286594797,-2.3622154503346096,2.451399531109849,-1.9998355877692975,-2.432432942526115,5.05032591571881,False
