date,true_counterfactual,true_effect
2025-01-01,13176.290562876764,0.0
2025-01-02,12699.461762383698,0.0
2025-01-03,11348.171042236765,0.0
2025-01-04,10734.294911073204,0.0
2025-01-05,10840.361336442966,0.0
2025-01-06,11208.58493930767,0.0
2025-01-07,11462.153003126808,0.0
2025-01-08,11666.732500182461,0.0
2025-01-09,11820.52548964508,0.0
2025-01-10,10868.108474549334,0.0
2025-01-11,10505.29843350614,0.0
2025-01-12,10166.551518279985,0.0
2025-01-13,10372.197125358542,0.0
2025-01-14,11226.10060784498,0.0
2025-01-15,10987.450155791432,0.0
2025-01-16,10952.9157253964,0.0
2025-01-17,10313.218543538147,0.0
2025-01-18,10195.907517609523,0.0
2025-01-19,9634.916483538374,0.0
2025-01-20,10642.909547078205,0.0
2025-01-21,10749.026521285092,0.0
2025-01-22,11154.87091429431,0.0
2025-01-23,10629.36043880385,0.0
2025-01-24,10196.027885237647,0.0
2025-01-25,9493.298107439692,0.0
2025-01-26,9770.112575278989,0.0
2025-01-27,9850.179054805996,0.0
2025-01-28,10153.928848491953,0.0
2025-01-29,10784.836371019528,0.0
2025-01-30,10090.929886696485,0.0
2025-01-31,9818.32198816742,0.0
2025-02-01,9391.101733850848,0.0
2025-02-02,9759.918480565208,0.0
2025-02-03,9873.122419839947,0.0
2025-02-04,10479.425011641095,0.0
2025-02-05,11450.075891686505,0.0
2025-02-06,10812.850765134464,0.0
2025-02-07,10308.61370912921,0.0
2025-02-08,10228.498537204221,0.0
2025-02-09,10303.220255972765,0.0
2025-02-10,10757.807577465312,0.0
2025-02-11,11208.244285210747,0.0
2025-02-12,11388.119006332292,0.0
2025-02-13,12311.675451906072,0.0
2025-02-14,11524.156702122038,0.0
2025-02-15,11124.793663021856,0.0
2025-02-16,10870.002955078966,0.0
2025-02-17,11007.860478462375,0.0
2025-02-18,11557.817347916663,0.0
2025-02-19,12029.639318172787,0.0
2025-02-20,12063.311828582264,0.0
2025-02-21,11276.285693411328,0.0
2025-02-22,10805.19800939941,0.0
2025-02-23,10802.399079363142,0.0
2025-02-24,10831.901629067199,0.0
2025-02-25,11422.045035082963,0.0
2025-02-26,11690.78593042234,0.0
2025-02-27,10772.478673323647,0.0
2025-02-28,10636.796645616103,0.0
2025-03-01,10189.133292150058,0.0
2025-03-02,10544.43948294495,0.0
2025-03-03,10422.595386524454,0.0
2025-03-04,10533.03363220565,0.0
2025-03-05,10470.37224563049,0.0
2025-03-06,10235.018686190353,0.0
2025-03-07,9934.170220696853,0.0
2025-03-08,9540.674466263625,0.0
2025-03-09,9269.361004492512,0.0
2025-03-10,9206.218242619007,0.0
2025-03-11,10792.725837791924,0.0
2025-03-12,10219.423387452869,0.0
2025-03-13,10165.468778841316,0.0
2025-03-14,8878.398087809466,0.0
2025-03-15,8810.375155532081,0.0
2025-03-16,8583.812784244192,0.0
2025-03-17,9799.718827291474,0.0
2025-03-18,10409.098073932244,0.0
2025-03-19,10644.854115647002,0.0
2025-03-20,10080.588654044383,0.0
2025-03-21,9723.645896684868,0.0
2025-03-22,8835.4204791238,0.0
2025-03-23,8945.53329253786,0.0
2025-03-24,9745.160884630515,0.0
2025-03-25,10506.87554258,0.0
2025-03-26,10313.11881818509,0.0
2025-03-27,9610.032442799726,0.0
2025-03-28,9822.726121928836,0.0
2025-03-29,9115.198633200072,0.0
2025-03-30,9962.775024301229,0.0
2025-03-31,10209.878023569376,0.0
2025-04-01,10612.005811955414,0.0
2025-04-02,10786.072765686882,0.0
2025-04-03,10647.579545587874,0.0
2025-04-04,9822.976509186716,0.0
2025-04-05,9885.07876711084,0.0
2025-04-06,9969.665495662313,0.0
2025-04-07,10099.849072933384,0.0
2025-04-08,11569.95461703917,0.0
2025-04-09,11062.097449310766,0.0
2025-04-10,10770.387564618199,0.0
2025-04-11,10132.897694447705,0.0
2025-04-12,10051.434626010097,0.0
2025-04-13,9433.506377182784,0.0
2025-04-14,10245.378016821816,0.0
