date,streams
2025-01-01,14441.75308202717
2025-01-02,13805.744295105813
2025-01-03,12569.073639338032
2025-01-04,11327.864524485363
2025-01-05,12121.82471717212
2025-01-06,12279.741248317687
2025-01-07,11737.979240960662
2025-01-08,12516.209580791912
2025-01-09,12192.586148126302
2025-01-10,11505.830159737352
2025-01-11,11235.343553747118
2025-01-12,10652.678393956665
2025-01-13,11276.779225374416
2025-01-14,11529.735517020237
2025-01-15,12009.348711298677
2025-01-16,11337.239737929658
2025-01-17,11490.287342051688
2025-01-18,9788.636903754028
2025-01-19,9140.154495473982
2025-01-20,9990.515957665426
2025-01-21,10871.92671079938
2025-01-22,10938.871812217749
2025-01-23,9932.031344236628
2025-01-24,8829.69931711488
2025-01-25,9358.705588358895
2025-01-26,8688.054916419507
2025-01-27,8614.915749578131
2025-01-28,10295.162472972352
2025-01-29,10857.232366447373
2025-01-30,9813.597515029844
2025-01-31,9406.388919486744
2025-02-01,8773.515508450118
2025-02-02,9243.208423524786
2025-02-03,9520.229702013576
2025-02-04,9957.338878122737
2025-02-05,10116.27720575514
2025-02-06,11228.921128765656
2025-02-07,10160.528561895922
2025-02-08,9680.026436714152
2025-02-09,9709.324795574457
2025-02-10,9733.10850391717
2025-02-11,11037.507011872043
2025-02-12,11698.884273932701
2025-02-13,11938.462072140559
2025-02-14,11631.54120591172
2025-02-15,10879.051190460295
2025-02-16,10655.810596640342
2025-02-17,11075.86641262412
2025-02-18,10867.471910589262
2025-02-19,12053.742687665082
2025-02-20,11246.796321169426
2025-02-21,10908.821731372132
2025-02-22,10256.100901765087
2025-02-23,9451.954468336548
2025-02-24,10105.560759309858
2025-02-25,10655.522185176524
2025-02-26,11081.951296625852
2025-02-27,10419.262218438516
2025-02-28,9429.067939685707
2025-03-01,9289.775305740208
2025-03-02,9205.751894218633
2025-03-03,9651.881091579744
2025-03-04,10232.806858668979
2025-03-05,9580.939819441634
2025-03-06,9848.05027790221
2025-03-07,9251.59074734318
2025-03-08,8313.976821814027
2025-03-09,8079.000923385111
2025-03-10,8597.05938289684
2025-03-11,9739.31719700314
2025-03-12,9223.750664526831
2025-03-13,8314.208235328351
2025-03-14,8471.942087957194
2025-03-15,7344.659594697507
2025-03-16,7150.904743333209
2025-03-17,8553.338348500007
2025-03-18,9160.390349220332
2025-03-19,9407.251443071209
2025-03-20,8839.990782815976
2025-03-21,8591.006044453496
2025-03-22,8192.53001725982
2025-03-23,8073.1002230861395
2025-03-24,9175.282499957337
2025-03-25,9249.157151592946
2025-03-26,10256.436637603969
2025-03-27,9261.07727725783
2025-03-28,9502.652237574082
2025-03-29,8324.451007571208
2025-03-30,8237.21615308698
2025-03-31,9467.27214224619
2025-04-01,9867.464186479368
2025-04-02,10420.799021167448
2025-04-03,10102.22784222449
2025-04-04,9484.394381655075
2025-04-05,8617.518216017024
2025-04-06,8965.409830932103
2025-04-07,8622.022531258848
2025-04-08,10010.261541227977
2025-04-09,10347.775620667117
2025-04-10,10423.88119402559
2025-04-11,8910.60099172285
2025-04-12,8785.561028888373
2025-04-13,8344.685261640174
2025-04-14,9140.072721182
2025-04-15,9889.313043621825
2025-04-16,9577.170776272198
2025-04-17,9391.1221896447
2025-04-18,8269.324069509861
2025-04-19,7670.101018004253
2025-04-20,7276.876126203133
2025-04-21,7912.923927730073
2025-04-22,8258.230018532027
2025-04-23,8610.481817521719
2025-04-24,8051.264073883268
2025-04-25,6835.507198622281
2025-04-26,6993.726180975556
2025-04-27,7142.773266002938
2025-04-28,7966.376258937598
2025-04-29,7779.951182745913
2025-04-30,7974.813476703651
2025-05-01,7889.422035342231
2025-05-02,6950.683325376475
2025-05-03,7431.863671807836
2025-05-04,7277.471616664045
2025-05-05,7807.037094183328
2025-05-06,8764.901007979213
2025-05-07,9209.499820756537
2025-05-08,9565.597648257408
2025-05-09,9408.579586369544
2025-05-10,8992.811421429165
2025-05-11,8507.658794784447
2025-05-12,9289.467284389391
2025-05-13,10491.825937290525
2025-05-14,10652.017845274682
2025-05-15,11331.506697811801
2025-05-16,9338.871305646504
2025-05-17,9065.993730840504
2025-05-18,9536.558626360282
2025-05-19,9845.226190308727
2025-05-20,10653.472039484212
2025-05-21,9664.950251782331
2025-05-22,9962.161245750356
2025-05-23,10928.468669028347
2025-05-24,9550.37403598352
2025-05-25,10344.980357773546
2025-05-26,9424.161147131465
2025-05-27,11089.680624258497
2025-05-28,10875.771697316282
2025-05-29,10498.655069264472
2025-05-30,9067.001607724575
2025-05-31,8859.949680473976
2025-06-01,8398.299127254262
2025-06-02,9350.256181532843
2025-06-03,9831.037600456877
2025-06-04,10109.561726112495
2025-06-05,9681.425223121309
2025-06-06,9486.49327523658
2025-06-07,7706.779143746924
2025-06-08,7989.2941089923515
2025-06-09,7280.244702144513
2025-06-10,8870.856918988613
2025-06-11,8780.437074716716
2025-06-12,8991.94652838238
2025-06-13,7679.605999690391
2025-06-14,6573.507242793736
2025-06-15,6305.422148032198
2025-06-16,7429.8338721340015
2025-06-17,7158.428079120693
2025-06-18,7874.79369571145
2025-06-19,8169.406138182434
2025-06-20,6148.371814418715
2025-06-21,5612.658180111107
2025-06-22,5995.508397020437
2025-06-23,5892.095287191877
2025-06-24,7668.868052080772
2025-06-25,8584.07976397033
2025-06-26,7102.07467220692
2025-06-27,7329.526960811162
2025-06-28,5975.817006515791
2025-06-29,7104.437209313569
