candidate,f0,f1,f2,f3,f4,f5,is_good
cand_g09,-0.15473497271898562,0.20855162440482797,0.3629604365871352,0.11963229603528353,-0.12668272924247873,0.3175198518627696,True
cand_b04,2.2012952628473,5.271509522121257,4.598086815608363,8.037173403735924,-0.41325305565096615,2.105919946603194,False
cand_b09,-0.8990299669798758,0.9604400741547621,1.2808809967039119,-5.222017100235741,-5.41954204216604,2.0873933924257804,False
cand_g14,0.0695214551455804,-0.4377279905849976,-0.12144802151648489,0.07530722943494197,-0.25216198016942515,0.4355203111449297,True
cand_g05,-0.25727660135692965,0.22079228644420856,0.2198782056844124,-0.17926298114515407,-0.3066993180484783,-0.052706065120219144,True
cand_g11,0.2158290921631103,0.06005076666874375,0.23739767128151684,-0.13879960253145007,0.11266843881131215,0.14597203603012518,True
cand_g02,-0.6014117168493575,0.302448289052249,-0.16633783054364285,0.23682213595594737,0.2727252295039125,0.16438938463692002,True
cand_b06,-3.8242468190179313,1.311118097652432,0.4290213462158099,-0.29670593501715015,6.937416792249142,3.5956456189076915,False
cand_g10,0.4115738246491212,0.016497943438251075,0.1062050770203933,-0.03851128541830805,-0.2969971724699253,0.11672670439171504,True
cand_g13,-0.31935107392217593,0.19798458398443727,-0.5406219019186469,0.40483855480168196,0.47928435411054304,-0.23337134615120195,True
cand_g01,-0.24982898777949594,-0.10907822459038553,-0.07060385392098295,0.44271970578985276,-0.19095962491927385,-0.20782450112167647,True
cand_b05,-5.744162568110908,-5.254040041849729,3.7537528553076154,-3.7724263751339064,0.7882214163354675,-0.8349371747933159,False
cand_g15,0.015103269225607039,0.10483398569727746,0.3599967898790324,-0.07470601754083928,-0.2078890693596801,-0.1695125288783783,True
cand_g17,0.14310837855579936,0.12488326505235148,-0.3431378104238713,0.04401230240563611,0.21180969111162307,0.16889556282190624,True
cand_g19,-0.4738723312395212,-0.11951924775315735,-0.3287136925682674,0.3095634938059455,0.42389774303376954,-0.16844743334912113,True
cand_b01,0.3923706680975645,5.0138506272606325,4.999932508405011,-5.519557808468184,-4.223511358553889,3.854110745462343,False
cand_b02,-0.6074502071760444,-0.07284312503535206,0.24631456876240332,-2.95924085207247,-2.8778717715068427,-2.9913031555702925,False
cand_g03,0.5490012461110915,-0.061043416266255035,-0.08361034362122959,0.7389978392291713,-0.018923493056400977,-0.007332434394246603,True
cand_b08,-1.8099044823387884,8.211993888194726,-3.247882386668744,3.236232316159255,-2.524709899176633,2.624615062852686,False
cand_g12,-0.1957887944971209,0.4320129036638132,-0.4751398532080687,0.3266216641801273,-0.003423148030755429,0.6015622419255726,True
cand_g04,-0.7091344486771486,-0.6120053366000456,-0.30066179003212656,-0.04507577934615611,0.041785114143027206,-0.041344760944605985,True
cand_g06,0.4434004389131055,0.21444511752190418,0.03171516847542296,0.09897822514470975,-0.30380809122227564,0.1790224918684383,True
cand_b00,1.94026059134512,-7.502176668328563,0.5955584471517366,4.8088869443363045,-1.5296644416465985,-4.919661242349273,False
cand_g07,-0.3289631660051688,-0.13855855276246198,0.22347138851300197,-0.2903190021475013,0.16822009296167884,-0.1870702385742993,True
cand_b03,1.230461423405964,-4.782213896021109,7.413579224915243,4.348392808524665,4.377947879252318,-1.1544686636398975,False
cand_g00,0.05664391262763734,0.3835892262164604,0.5126329622860565,-0.2940829663393839,0.13976789214210864,-0.11390644174678269,True
cand_b07,3.3952678914998358,-5.897569812142363,3.9076780421299993,0.8884123706988873,-0.22152573241830886,-6.936478005081339,False
cand_g16,0.3421419691540302,-0.46067719841556054,-0.001875711284032567,0.35887511485863915,0.2893651607888032,-0.26277980311543675,True
cand_g18,-0.29802052330597656,0.15859532373678117,-0.0994958925040009,-0.08779605795348511,0.05299383773942884,-0.23517393670546974,True
cand_g08,-0.21600375552646237,-0.24039588225196784,0.046197663707149325,0.4655193025497181,-0.509605081590386,0.42460885262743664,True
