,streams
2025-01-01,9958.212574030595
2025-01-02,9861.179563748692
2025-01-03,9263.891247725482
2025-01-04,9124.525855329623
2025-01-05,8895.62104205849
2025-01-06,9337.85680147964
2025-01-07,10067.662743245772
2025-01-08,10049.958768051329
2025-01-09,9847.294250004588
2025-01-10,9355.882322007636
2025-01-11,8805.049455062597
2025-01-12,8962.447765585002
2025-01-13,9112.838134865606
2025-01-14,9105.668338903804
2025-01-15,9524.678837997404
2025-01-16,9341.822711987885
2025-01-17,8685.387696684393
2025-01-18,8443.704274792844
2025-01-19,8318.095036596813
2025-01-20,8355.685765796065
2025-01-21,8960.008761998894
2025-01-22,8991.447938639309
2025-01-23,8564.98889197151
2025-01-24,8055.96567081318
2025-01-25,7350.274079448774
2025-01-26,7735.086824339297
2025-01-27,7731.584780236768
2025-01-28,8275.155512378056
2025-01-29,8423.395915787583
2025-01-30,8258.689293466252
2025-01-31,7702.936598430868
2025-02-01,7343.774231315688
2025-02-02,7315.396659893067
2025-02-03,7778.082605831661
2025-02-04,8345.780707789067
2025-02-05,8661.719808370972
2025-02-06,8834.25442504249
2025-02-07,8066.8494770951975
2025-02-08,8011.677466465877
2025-02-09,8156.281407647586
2025-02-10,8528.557365130908
2025-02-11,8945.41230316304
2025-02-12,9001.932379670357
2025-02-13,9001.509985669643
2025-02-14,8749.295354120193
2025-02-15,8363.879724849941
2025-02-16,8370.286813978993
2025-02-17,8824.73062946694
2025-02-18,9119.480842943056
2025-02-19,9623.19155784648
2025-02-20,9018.429454510433
2025-02-21,8497.759882822314
2025-02-22,8481.809497200162
2025-02-23,7972.407698462508
2025-02-24,8800.183651258285
2025-02-25,8882.024065399708
2025-02-26,9102.53442252907
2025-02-27,8861.530932696367
2025-02-28,8349.604866900327
2025-03-01,7974.898244213039
2025-03-02,7939.469978008752
2025-03-03,8042.987705101363
2025-03-04,8582.337469503856
2025-03-05,8437.640050007574
2025-03-06,8484.559351590256
2025-03-07,7720.74484642271
2025-03-08,7488.812531785247
2025-03-09,6971.895759024941
2025-03-10,6920.784497663144
2025-03-11,7495.262529102406
2025-03-12,7356.233578182413
2025-03-13,7681.629509492055
2025-03-14,7212.774128522463
2025-03-15,6659.732108899702
2025-03-16,6548.318162928359
2025-03-17,7060.013331260349
2025-03-18,7090.655100404625
2025-03-19,7511.409663303979
2025-03-20,7174.110103898065
2025-03-21,7099.468711859919
2025-03-22,6930.445865151941
2025-03-23,6990.2502070287355
2025-03-24,7541.84677176567
2025-03-25,7845.443066002158
2025-03-26,7880.174559936377
2025-03-27,8117.413889102707
2025-03-28,7552.634450251626
2025-03-29,7283.877540559669
2025-03-30,7273.922137326086
2025-03-31,7532.156297869077
2025-04-01,8028.575955041006
2025-04-02,8320.722460090934
2025-04-03,8071.400707931552
2025-04-04,7502.6905620356765
2025-04-05,7555.178294057408
2025-04-06,7283.28770469515
2025-04-07,7557.057308710452
2025-04-08,8535.018985550525
2025-04-09,8350.955852223873
2025-04-10,8268.673722599715
2025-04-11,7648.459747054668
2025-04-12,7592.514007800148
2025-04-13,7712.765274340682
2025-04-14,7698.789951680247
2025-04-15,8251.739253241345
2025-04-16,8178.543124304214
2025-04-17,8038.559665161694
2025-04-18,7375.59923712406
2025-04-19,7104.072061939825
2025-04-20,6937.657998977635
2025-04-21,7047.967952528265
2025-04-22,7412.173578666196
2025-04-23,7611.982299961646
2025-04-24,7213.300102334111
2025-04-25,6942.013203751513
2025-04-26,6543.279962492067
2025-04-27,6526.467356485816
2025-04-28,6182.532950869913
2025-04-29,6860.536719676375
2025-04-30,7374.033473270889
2025-05-01,7096.568639886867
2025-05-02,6901.200928356649
2025-05-03,6311.047339232742
2025-05-04,6869.429002519642
2025-05-05,6859.012936070132
2025-05-06,7027.301532887436
2025-05-07,7692.871792999169
2025-05-08,7826.318284718038
2025-05-09,7689.361524993614
2025-05-10,7295.421413315403
2025-05-11,7165.716425205792
2025-05-12,8101.603248237756
2025-05-13,8507.927569881213
2025-05-14,9247.963773057278
2025-05-15,8921.258102577935
2025-05-16,8164.470556783802
2025-05-17,7969.7054246218095
2025-05-18,8152.600943720448
2025-05-19,8729.510948329336
2025-05-20,9265.23654991723
2025-05-21,9332.872019089831
2025-05-22,9220.125606422327
2025-05-23,8642.967732585448
2025-05-24,8178.857725048777
2025-05-25,8506.746533856618
2025-05-26,8465.35168946247
2025-05-27,9186.851910359446
2025-05-28,8785.011585720484
2025-05-29,9181.023815744713
2025-05-30,8544.644160060665
2025-05-31,8124.994674710236
2025-06-01,8085.327001527919
2025-06-02,8023.184688930431
2025-06-03,8325.059155706615
2025-06-04,8424.382478962398
2025-06-05,8275.150558700623
2025-06-06,7841.643066532394
2025-06-07,7550.082641135677
2025-06-08,7234.3639968886655
2025-06-09,7517.869683220914
2025-06-10,7639.640899787393
2025-06-11,7615.780480991389
2025-06-12,7306.085200951281
2025-06-13,6890.632448217757
2025-06-14,6469.142354280079
2025-06-15,6302.396006898049
2025-06-16,6907.39702704031
2025-06-17,7283.857130339597
2025-06-18,7420.805262811651
2025-06-19,7146.177248180754
2025-06-20,6745.872181927366
2025-06-21,6461.943916621321
2025-06-22,6424.675897099398
2025-06-23,7002.578433266594
2025-06-24,7472.0994397795175
2025-06-25,7949.324464254353
2025-06-26,7815.80101112166
2025-06-27,7076.753944420601
2025-06-28,7295.350818378607
2025-06-29,7303.317936008848
