,arch_00,arch_01,arch_02,arch_03
2025-01-01,7963.225286840903,7012.971940198201,7849.1799512775415,7920.562417734803
2025-01-02,7711.076331003727,6879.200379855632,7704.891558175976,7968.139753714823
2025-01-03,7498.034424522768,6676.430865448865,7411.0649096195175,7518.863980372337
2025-01-04,7024.94790636638,6460.141138523479,6948.999109275889,7369.060457295628
2025-01-05,6937.465767637431,6423.567269857498,6927.315334576422,7011.548676675525
2025-01-06,7591.9716521376295,6569.329464433827,7451.818663052172,7671.578148470513
2025-01-07,7887.0250895991685,7005.606559322467,7525.3577986518885,7941.729891932411
2025-01-08,8069.017396348736,6986.5130452297235,7759.182528577851,7938.081673193416
2025-01-09,7832.242354178803,6923.567312144642,7680.51042682607,7969.150616191887
2025-01-10,7625.856044052975,6628.076568125929,7112.921910885681,7314.376665648778
2025-01-11,7025.619291352941,6258.020227333438,6686.561986627069,6955.978816609431
2025-01-12,7085.7755792716125,6199.272374081459,6735.466075516075,7064.913634382336
2025-01-13,7315.61849104299,6384.954731324095,6787.974519330866,7051.359208462858
2025-01-14,7833.471162779886,6838.096129513952,7523.238206836699,7480.760259695557
2025-01-15,7856.164780114963,6588.437630091606,7473.917541281952,7539.865530594278
2025-01-16,7445.031663147579,6919.621651082641,7089.437133639048,7287.851826196927
2025-01-17,7048.038556658868,6378.682356967789,6846.887188973576,6960.339218847331
2025-01-18,6612.729186929049,5954.149823219997,6443.656523140878,6646.075126646839
2025-01-19,6541.35395934368,6168.221631207808,6379.036093003117,6495.395898473011
2025-01-20,6725.84244084941,6253.0951037181785,6580.0158811605215,6652.519551290096
2025-01-21,7043.65816380341,6325.163899452505,6842.153537881845,6633.223365905402
2025-01-22,7351.047453984138,6809.533729872177,6899.401408722678,6738.865545165254
2025-01-23,6847.303181685616,6439.446575402104,6729.430714961637,6883.532841081554
2025-01-24,6573.339781592432,6217.056040771814,6272.655798135581,6361.7984663064635
2025-01-25,6114.128191688399,5950.992520772057,6018.925901105288,6169.406542622167
2025-01-26,6142.236004262255,6184.8606757459165,6245.271933132005,6187.010141067611
2025-01-27,6359.263424709519,6101.319944944095,6178.032453434805,6670.249294017055
2025-01-28,7032.647638514549,6350.33188431688,6853.838856212918,6557.77002619625
2025-01-29,7052.728831221014,6302.667652029027,6760.7360857442545,6502.714171886272
2025-01-30,6715.626878640701,6107.825552928727,6427.070243316116,6585.229436482952
2025-01-31,6470.300508261656,6102.181310389047,6177.685932440162,5955.396544783589
2025-02-01,6224.7304541276035,5902.361111372068,5843.594717780674,5766.274941651761
2025-02-02,6112.520657319342,5748.657210656365,6030.502025838043,6216.821099825284
2025-02-03,6511.012057435309,6287.249283332131,6135.658388697091,6241.680289076337
2025-02-04,6839.282203454212,6416.4158528779735,6594.843216602884,6628.606585603835
2025-02-05,6927.069009838353,6620.147676793266,7020.08749831903,6694.65677344799
2025-02-06,6758.10826352194,6369.923729362509,6877.057251962088,6604.665963840648
2025-02-07,6340.715738148216,6110.396811153484,6449.62951176466,6464.5339824148405
2025-02-08,6442.787263449078,6034.225918548818,5998.107070799273,6320.021047069829
2025-02-09,6265.594154936247,6131.849787724145,6512.161110090942,6367.3796738772135
2025-02-10,6861.577954024181,6459.186696649648,6642.551069820878,6721.4692018434935
2025-02-11,7290.589247801398,6431.956156856491,7308.4911889577315,6831.0963200008455
2025-02-12,7298.46578269326,6679.321379043225,7364.8004913004315,7283.856581539969
2025-02-13,7235.713333040915,6744.197925661121,7273.309096484836,6959.590336386973
2025-02-14,6932.4842911827745,6113.526827228687,6735.868522323929,6848.538012027704
2025-02-15,6460.805895813,5761.856701383388,6541.2333829418185,6580.867364571949
2025-02-16,6760.605396693844,6187.1845488531335,6629.251266818949,6714.633921033066
2025-02-17,7074.292753276433,6404.521850765426,7117.149841661125,6866.364449456456
2025-02-18,7517.879616380113,6443.624617020629,7300.9612931215,7034.45353754811
2025-02-19,7590.778081603046,6812.2851247848475,7479.611025188946,7435.390728246764
2025-02-20,7400.99252862026,6580.320432964112,7183.982400868471,6894.455542246698
2025-02-21,6848.894359178349,6213.396972727751,7285.182143233237,6869.823635727348
2025-02-22,6816.9354945011955,5904.074864929246,6696.183660911322,6586.496157629336
2025-02-23,6937.181236238396,5794.677328767218,6530.084884816316,6799.462709316565
2025-02-24,6814.036961336751,6006.525909024554,6727.395647307551,6862.530416101716
2025-02-25,7301.414351875205,6545.889857262341,7190.514465870513,7172.847911301436
2025-02-26,7558.481264295669,6674.237967749229,7215.665253726309,7327.9696048493615
2025-02-27,7242.974303918114,6345.360140979348,6773.922087091826,7192.624916570589
2025-02-28,6695.592136902174,6268.093316318305,6837.453355546532,6659.036371710901
2025-03-01,6728.338643978823,5810.860349790242,6402.562555158273,6382.918594337279
2025-03-02,6406.445110670247,5723.896179026122,6242.891961689446,6397.390171831778
2025-03-03,6604.119537708079,6126.550064672043,6564.160534378785,6371.452280117749
2025-03-04,6654.610030360482,6282.607613611609,6648.865022004921,6685.610733539139
2025-03-05,7133.30478856768,6282.020585526611,7133.203857929777,6414.915959816707
2025-03-06,6644.831723608323,6247.565487218769,6573.175321333651,6244.053607215084
2025-03-07,6439.248720836219,5756.353241720764,6274.642125363655,6339.9753954898415
2025-03-08,5951.097906345395,5356.067111569008,5709.810643769205,5647.453717084238
2025-03-09,5750.880517816071,5473.900104720968,5667.520799679118,5539.264795024052
2025-03-10,5947.0976031552655,5647.98472545253,6319.325798703654,5493.194559013659
2025-03-11,6610.186239934037,5862.1301789369045,6417.76814313423,5989.04413211693
2025-03-12,6242.582303656317,5887.6192823566225,6423.405959275987,5969.640687515439
2025-03-13,6073.666360352995,5685.624046469952,6357.059815573829,5755.663850323902
2025-03-14,5646.9048107050685,5344.753818763784,5847.779251387347,5478.1962065969965
2025-03-15,5426.933088146433,5340.755709783828,5436.607310267955,5231.682517614529
2025-03-16,5655.100211897414,5310.218090206638,5699.3870238845275,5177.7269640562545
2025-03-17,5633.309663567903,5168.34392677913,5672.932104402281,5218.8051248217525
2025-03-18,6130.390464398365,5832.794878986283,5961.040726109866,5596.547998282566
2025-03-19,6262.345083383116,6021.258502441908,6241.682139348559,5630.849987733519
2025-03-20,6092.27643017878,5668.995263535756,6268.144529850071,5616.760360308546
2025-03-21,6010.965381198278,5356.389747871032,5903.428586669955,5301.908729319034
2025-03-22,5366.647341358857,5181.133325457024,5655.859005402738,5183.213498534855
2025-03-23,6024.9394464750885,5380.7287344258675,5747.232839821451,5319.139068207473
2025-03-24,5794.832907134804,5586.033675132244,5962.420030899225,5514.867953362454
2025-03-25,6224.858903158613,5728.569697348973,6561.054153564332,5929.23862755673
2025-03-26,6506.769712231393,5945.46374085144,6789.4005905034755,5927.832201886056
2025-03-27,6406.771879433555,6145.053830596916,6649.346040225665,5958.253661681154
2025-03-28,6289.97817561748,5663.716530333875,6146.7045736279615,5921.8183705113715
2025-03-29,5885.778087989745,5453.169131874118,6233.23632851487,5816.3879358721015
2025-03-30,5850.979611746875,5510.981585674239,6264.610140979424,5823.777647319816
2025-03-31,6323.999982191819,5730.67407748163,6195.348894175696,6017.072997211957
2025-04-01,7061.980451957513,5983.413154565471,7020.987215991811,6447.780900967983
2025-04-02,6945.066874221171,6529.4353022660935,7011.306456356166,6652.039418886752
2025-04-03,7235.458430963843,6133.50157079673,6665.228306092251,6711.209211413576
2025-04-04,6450.6686017066295,5579.345826079597,6434.831985641776,6253.803751790349
2025-04-05,6349.937279610867,5510.049387504279,6611.610045141162,6115.995351133828
2025-04-06,6529.239639573045,5790.136811554244,6473.708209272123,6111.502350946528
2025-04-07,6734.109881832385,6016.381299567041,6775.830353513207,6319.295855245997
2025-04-08,6996.271397187229,6066.812839451129,7012.596499825868,6618.743377288466
2025-04-09,6911.058208703214,6158.6992608686505,7242.270299728702,6973.015962346901
2025-04-10,7143.714343165739,6365.701809690844,6879.386641808827,6347.962540807996
2025-04-11,6766.218191532599,5957.584681497039,6507.597931601272,6259.975789904188
2025-04-12,6259.435344424053,5689.611555933469,6377.693922845904,5925.204177181124
2025-04-13,6156.042577786565,5532.090451759838,6268.906926678224,5919.685593681721
2025-04-14,6354.984249338591,5582.414779555525,6274.813948238402,5851.599250288379
2025-04-15,6715.498546941649,6151.663707178444,6572.303332819782,6313.066550964115
2025-04-16,7127.030309061736,5980.947025259681,6870.109692950201,6509.716690034211
2025-04-17,6672.540832132834,5777.9790710920015,6623.296281494243,6424.382715981197
2025-04-18,6232.508289885877,5661.907127333304,6157.887169918213,6012.034795750675
2025-04-19,6042.401476814738,5507.568160380814,5689.008253132663,5562.202543308791
2025-04-20,5654.694401559254,5237.834152486912,5799.118280831353,5616.515478442147
2025-04-21,6073.88811652575,5519.266333537975,5827.902993525113,5652.055445942566
2025-04-22,6467.3167749678005,5761.2299834269315,6192.144581923552,5625.092056367211
2025-04-23,6366.257955871162,5851.869584499069,6275.781580235595,5812.400933847268
2025-04-24,5873.259743757386,5354.948775859916,5908.755285751758,5568.46021906766
2025-04-25,5533.504522214058,5269.40886262205,5353.570003658598,5098.289369894711
2025-04-26,5019.659434043433,4880.170305976719,5356.430062818515,5210.941909753767
2025-04-27,4943.8425188413175,4941.306567857384,5220.190134132146,4733.070098926768
2025-04-28,5408.931033723833,5367.971076018377,5500.271636958986,5038.208547683316
2025-04-29,5682.470260133502,5432.542626673256,6037.843597738564,5339.076305308306
2025-04-30,5938.155413511592,5761.741802970588,6120.403498874964,5444.614086816342
2025-05-01,6091.541017762317,5598.873685928308,5857.172930309844,5333.713441833109
2025-05-02,5553.314253596985,5350.983799527114,5658.024186494513,4947.531452225665
2025-05-03,5252.647217055134,4750.500640127286,5352.603169384975,4966.674312042049
2025-05-04,5071.344895595545,4980.211676882603,5216.840973257379,4965.188601300293
2025-05-05,5404.1741196839375,5177.013390025866,5548.772535144919,4836.861923358953
2025-05-06,5570.287234609719,5724.701684715681,5822.821916531651,5376.028639698103
2025-05-07,5989.073485226277,5675.776059655741,6296.371951368801,5633.4106493599
2025-05-08,5925.752986988162,5408.366159356988,6054.720386614671,5453.9126643101135
2025-05-09,5584.684871056536,5539.215346369187,5810.605253584415,5139.483568423773
2025-05-10,5394.945040203777,5270.786773093424,5360.530026132929,5075.22382230276
2025-05-11,5503.12681033035,5069.003715766811,5357.430043465199,5348.538791246566
2025-05-12,6076.757945214051,5664.183826658262,5635.927299539739,5571.102650625419
